city,name,specialization,qualification,experience,satisfaction_rate,reviews,areas_of_interest,consultation_type,hospital_name,hospital_address,hospital_city,complete address,availability_schedule,fee,profile_url,image_url,raw_source_url
Lahore,Prof. Dr. Huma Kayani,"Eye Surgeon, Eye Specialist","MBBS, FCPS, FRCS (UK), VR Fellowship (USA), CAAAM",25 Yrs,96%,"1,115","Vitreoretinal Surgery, Cataract Surgery, Glaucoma Surgery, Prk Laser For Glasses Removal, Refractive Laser Surgery",Hospital,"Dr. Huma Kayani,s Clinic",Gulberg 2,Lahore,"Dr. Huma Kayani,s Clinic, Gulberg 2, Lahore",Mon: 05:30 PM - 08:30 PM; Tue: 05:30 PM - 08:30 PM; Wed: 05:30 PM - 08:30 PM; Thu: 05:30 PM - 08:30 PM; Fri: 05:30 PM - 08:30 PM; Sun: 10:00 AM - 12:00 PM,4500,https://www.marham.pk/doctors/lahore/eye-surgeon/prof-dr-huma-kayani,https://staticconnect.marham.pk/assets/doctors/7727/prof-dr-huma-kayani-eye-surgeon-lahore_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Rawalpindi,Prof. Dr. Abdullah Naeem Syed,"Eye Surgeon, Eye Specialist","MBBS, FCPS (Ophthalmology), FCPS (Vitreo Retina)",20 Yrs,97%,162,"Cataract Surgery, Retinal Surgery, Vitreoretinal Surgery, Cataract Surgery",Hospital,Al-Shifa Trust Eye Hospital,Cantt,Rawalpindi,"Al-Shifa Trust Eye Hospital, Cantt, Rawalpindi",Mon: 03:00 PM - 05:00 PM; Wed: 03:00 PM - 05:00 PM; Fri: 03:00 PM - 05:00 PM,2400,https://www.marham.pk/doctors/rawalpindi/eye-surgeon/prof-dr-abdullah-naeem-syed,https://staticconnect.marham.pk/assets/doctors/7094/prof-dr-abdullah-naeem-syed-eye-surgeon-rawalpindi-86_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Haripur,Prof. Dr. Abdullah Naeem Syed,"Eye Surgeon, Eye Specialist","MBBS, FCPS (Ophthalmology), FCPS (Vitreo Retina)",20 Yrs,97%,162,"Cataract Surgery, Retinal Surgery, Vitreoretinal Surgery, Cataract Surgery",Hospital,NOOR SURGICAL HOSPITAL,Haripur,Haripur,"NOOR SURGICAL HOSPITAL, Haripur, Haripur",Sun: 09:00 AM - 01:00 PM,2400,https://www.marham.pk/doctors/rawalpindi/eye-surgeon/prof-dr-abdullah-naeem-syed,https://staticconnect.marham.pk/assets/doctors/7094/prof-dr-abdullah-naeem-syed-eye-surgeon-rawalpindi-86_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Karachi,Prof. Dr. Aurangzeb Shaikh,"Eye Surgeon, Eye Specialist, Eye Surgeon","MBBS, FRCS (Glasgow), FRCS (England),FRCSED, FCPS , MCPS, MPH(London), DCEH (London))",21 Yrs,97%,"1,095","Cataract Surgery, Retinal Surgery, Corneal Transplants, Lasik Surgery",Hospital,Bibi Zahida Eye Clinic,Saddar,Karachi,"Bibi Zahida Eye Clinic, Saddar, Karachi",Mon: 04:00 PM - 05:30 PM; Tue: 04:00 PM - 05:30 PM; Wed: 04:00 PM - 05:30 PM; Thu: 04:00 PM - 05:30 PM; Fri: 04:00 PM - 05:30 PM; Sat: 04:00 PM - 05:30 PM,2500,https://www.marham.pk/doctors/karachi/eye-surgeon/prof-dr-aurangzeb-shaikh,https://staticconnect.marham.pk/assets/doctors/7611/prof-dr-aurangzeb-shaikh-eye-surgeon-karachi_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Karachi,Prof. Dr. Aurangzeb Shaikh,"Eye Surgeon, Eye Specialist, Eye Surgeon","MBBS, FRCS (Glasgow), FRCS (England),FRCSED, FCPS , MCPS, MPH(London), DCEH (London))",21 Yrs,97%,"1,095","Cataract Surgery, Retinal Surgery, Corneal Transplants, Lasik Surgery",Hospital,Doctor Plaza (3rd floor room 308),Clifton - Block 9,Karachi,"Doctor Plaza (3rd floor room 308), Clifton - Block 9, Karachi",Mon: 07:30 PM - 09:00 PM; Tue: 07:30 PM - 09:00 PM; Wed: 07:30 PM - 09:00 PM; Thu: 07:30 PM - 09:00 PM; Fri: 07:30 PM - 09:00 PM; Sat: 07:30 PM - 09:00 PM,3000,https://www.marham.pk/doctors/karachi/eye-surgeon/prof-dr-aurangzeb-shaikh,https://staticconnect.marham.pk/assets/doctors/7611/prof-dr-aurangzeb-shaikh-eye-surgeon-karachi_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Sargodha,Dr. M Javid Malik,Eye Specialist,"MBBS, FCPS (OPHTHALMOLOGY)",30 Yrs,97%,310,"Comprehensive Ophthalmology, Cataract Eye Surgery, Glaucoma, Laser Eye Treatment",Video Consultation,Video Consultation,Garden Town,Sargodha,Video Consultation,Mon: 05:00 PM - 06:00 PM; Tue: 05:00 PM - 06:00 PM; Wed: 05:00 PM - 06:00 PM; Thu: 05:00 PM - 06:00 PM; Fri: 05:00 PM - 06:00 PM; Sat: 05:00 PM - 06:00 PM,"1,000",https://www.marham.pk/doctors/sargodha/eye-specialist/dr-m-javid-malik,https://staticconnect.marham.pk/assets/doctors/23671/dr-m-javid-malik-eye-specialist-sargodha-50_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Sargodha,Dr. M Javid Malik,Eye Specialist,"MBBS, FCPS (OPHTHALMOLOGY)",30 Yrs,97%,310,"Comprehensive Ophthalmology, Cataract Eye Surgery, Glaucoma, Laser Eye Treatment",Hospital,Al Haram Medical Complex,Satellite Town,Sargodha,"Al Haram Medical Complex, Satellite Town, Sargodha",Mon: 11:00 AM - 04:30 PM; Tue: 11:00 AM - 04:30 PM; Wed: 11:00 AM - 04:30 PM; Thu: 11:00 AM - 04:30 PM; Fri: 11:00 AM - 04:30 PM; Sat: 11:00 AM - 04:30 PM,1500,https://www.marham.pk/doctors/sargodha/eye-specialist/dr-m-javid-malik,https://staticconnect.marham.pk/assets/doctors/23671/dr-m-javid-malik-eye-specialist-sargodha-50_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Quetta,Dr. Najeeb Ullah Khan,Eye Specialist,"MBBS, FCPS (Ophthalmology)",9 Yrs,96%,68,"Comprehensive Ophthalmology, Cataract Eye Surgery, Glaucoma, Avastin",Video Consultation,Video Consultation,Garden Town,Quetta,Video Consultation,Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM; Sun: 05:00 PM - 08:00 PM,700,https://www.marham.pk/doctors/quetta/eye-specialist/dr-najeeb-ullah-khan,https://staticconnect.marham.pk/assets/doctors/34525/dr-najeeb-ullah-khan-eye-specialist-quetta-54_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Quetta,Dr. Najeeb Ullah Khan,Eye Specialist,"MBBS, FCPS (Ophthalmology)",9 Yrs,96%,68,"Comprehensive Ophthalmology, Cataract Eye Surgery, Glaucoma, Avastin",Hospital,Dr Kaleem Ullah Health Foundation (DKHF),almo chowk,Quetta,"Dr Kaleem Ullah Health Foundation (DKHF), almo chowk, Quetta",Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM,600,https://www.marham.pk/doctors/quetta/eye-specialist/dr-najeeb-ullah-khan,https://staticconnect.marham.pk/assets/doctors/34525/dr-najeeb-ullah-khan-eye-specialist-quetta-54_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Lahore,Dr. Javed Ul Hassan Chattha,"Eye Specialist, Eye Surgeon","MBBS, FCPS (Ophthalmology), MCPS (Ophthalmology), DOMS (Ophthalmology)",45 Yrs,100%,309,"Comprehensive Ophthalmology, Glaucoma, Red Eye, Stye",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 01:00 PM - 11:00 PM; Tue: 01:00 PM - 11:00 PM; Wed: 01:00 PM - 11:00 PM; Thu: 01:00 PM - 11:00 PM; Fri: 01:00 PM - 11:00 PM; Sat: 01:00 PM - 11:00 PM; Sun: 01:00 PM - 11:00 PM,"1,500",https://www.marham.pk/online-consultation/eye-specialist/lahore/dr-javed-ul-hassan-chattha-27300,https://staticconnect.marham.pk/assets/doctors/27300/dr-javed-ul-hassan-chattha-eye-specialist-lahore-58_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Peshawar,Prof. Dr. Nasir Saeed,Eye Specialist,"MBBS, Diploma (Ophthalmology), FCPS (Ophthalmology)",37 Yrs,94%,77,,Hospital,Rehman Medical Institute Hospital,Hayatabad,Peshawar,"Rehman Medical Institute Hospital, Hayatabad, Peshawar",Mon: 09:30 AM - 01:30 PM; Tue: 09:30 AM - 01:30 PM; Wed: 09:30 AM - 01:30 PM; Thu: 09:30 AM - 01:30 PM; Fri: 09:30 AM - 01:30 PM; Sat: 09:30 AM - 01:30 PM,2500,https://www.marham.pk/doctors/peshawar/eye-specialist/prof-dr-nasir-saeed,https://staticconnect.marham.pk/assets/doctors/33544/prof-dr-nasir-saeed-eye-specialist-peshawar-52_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Gujranwala,Asst. Prof. Dr. Usama Iqbal,Eye Specialist,"MBBS, MRCSEd (Ophth), MS-Ophthalmology (UHS)",6 Yrs,98%,74,"Cataract Eye Surgery, Squint, Cornea Treatment, Youvia Treatment",Video Consultation,Video Consultation,Garden Town,Gujranwala,Video Consultation,Mon: 08:00 AM - 08:00 PM; Tue: 08:00 AM - 08:00 PM; Wed: 08:00 AM - 08:00 PM; Thu: 08:00 AM - 08:00 PM; Fri: 08:00 AM - 08:00 PM; Sat: 08:00 AM - 08:00 PM; Sun: 08:00 AM - 08:00 PM,"1,000",https://www.marham.pk/online-consultation/eye-specialist/gujranwala/asst-prof-dr-usama-iqbal-23418,https://staticconnect.marham.pk/assets/doctors/23418/usama-iqbal-eye-specialist-gujranwala-43_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Gujranwala,Asst. Prof. Dr. Usama Iqbal,Eye Specialist,"MBBS, MRCSEd (Ophth), MS-Ophthalmology (UHS)",6 Yrs,98%,74,"Cataract Eye Surgery, Squint, Cornea Treatment, Youvia Treatment",Hospital,Central Hospital,Jinnah Colony,Gujranwala,"Central Hospital, Jinnah Colony, Gujranwala",Mon: 07:00 PM - 09:00 PM; Tue: 07:00 PM - 09:00 PM; Wed: 07:00 PM - 09:00 PM; Thu: 07:00 PM - 09:00 PM; Fri: 07:00 PM - 09:00 PM; Sat: 07:00 PM - 09:00 PM,2000,https://www.marham.pk/online-consultation/eye-specialist/gujranwala/asst-prof-dr-usama-iqbal-23418,https://staticconnect.marham.pk/assets/doctors/23418/usama-iqbal-eye-specialist-gujranwala-43_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Rawalpindi,Dr. Tariq Mahmood,Eye Specialist,"MBBS, FRCS, MCPS (OPHTHALMOLOGY)",35 Yrs,97%,70,"Comprehensive Ophthalmology, Glaucoma, Red Eye",Video Consultation,Video Consultation,Garden Town,Rawalpindi,Video Consultation,Mon: 10:00 AM - 02:00 PM; Tue: 10:00 AM - 02:00 PM; Wed: 10:00 AM - 02:00 PM; Thu: 10:00 AM - 02:00 PM; Fri: 10:00 AM - 02:00 PM; Sat: 10:00 AM - 02:00 PM; Sun: 10:00 AM - 02:00 PM,"1,200",https://www.marham.pk/doctors/rawalpindi/eye-specialist/dr-tariq-mahmood,https://staticconnect.marham.pk/assets/doctors/27682/dr-tariq-mahmood-eye-specialist-rawalpindi-85_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Rawalpindi,Dr. Tariq Mahmood,Eye Specialist,"MBBS, FRCS, MCPS (OPHTHALMOLOGY)",35 Yrs,97%,70,"Comprehensive Ophthalmology, Glaucoma, Red Eye",Hospital,Mega Medical Complex Hospital,Cantt,Rawalpindi,"Mega Medical Complex Hospital, Cantt, Rawalpindi",Mon: 05:00 PM - 08:00 PM; Tue: 05:00 PM - 08:00 PM; Wed: 05:00 PM - 08:00 PM; Thu: 05:00 PM - 08:00 PM; Fri: 05:00 PM - 08:00 PM; Sat: 05:00 PM - 08:00 PM,1500,https://www.marham.pk/doctors/rawalpindi/eye-specialist/dr-tariq-mahmood,https://staticconnect.marham.pk/assets/doctors/27682/dr-tariq-mahmood-eye-specialist-rawalpindi-85_80X80.webp,https://www.marham.pk/doctors/eye-specialist
Karachi,Dr. Ghansham Rawtani,Thyroid Surgeon,"MBBS, FCPS Thyroid Surgeon",15 Yrs,,,"Thyroid Disorders, • Laparoscopic Surgery • Laparoscopic Gall Bladder Surgery • Laparoscopic Surgery For Appendicitis • Hernia Repair Surgery • Thyroid, Parathyroid Surgery • Salivary Gland Surgery • Breast Surgery • Pilonidal Sinus Surgery • Varicose Vein Surgery • Diabeti, Breast Surgery, THYROID DISEASE",Hospital,South City Hospital,Clifton,Karachi,"South City Hospital, Clifton, Karachi",Tue: 03:30 PM - 05:30 PM; Thu: 03:30 PM - 05:30 PM,3000,https://www.marham.pk/doctors/karachi/thyroid-surgeon/dr-ghansham-rawtani,https://staticconnect.marham.pk/assets/doctors/64565/dr-ghansham-rawtani-thyroid-surgeon-karachi-47_80X80.webp,https://www.marham.pk/doctors/thyroid-surgeon
Karachi,Dr. Ghansham Rawtani,Thyroid Surgeon,"MBBS, FCPS Thyroid Surgeon",15 Yrs,,,"Thyroid Disorders, • Laparoscopic Surgery • Laparoscopic Gall Bladder Surgery • Laparoscopic Surgery For Appendicitis • Hernia Repair Surgery • Thyroid, Parathyroid Surgery • Salivary Gland Surgery • Breast Surgery • Pilonidal Sinus Surgery • Varicose Vein Surgery • Diabeti, Breast Surgery, THYROID DISEASE",Hospital,RIMS Trauma Hospital,Block 6 PECHS,Karachi,"RIMS Trauma Hospital, Block 6 PECHS, Karachi",Mon: 06:00 PM - 07:00 PM; Wed: 06:00 PM - 07:00 PM; Fri: 06:00 PM - 07:00 PM,1500,https://www.marham.pk/doctors/karachi/thyroid-surgeon/dr-ghansham-rawtani,https://staticconnect.marham.pk/assets/doctors/64565/dr-ghansham-rawtani-thyroid-surgeon-karachi-47_80X80.webp,https://www.marham.pk/doctors/thyroid-surgeon
Lahore,Prof. Dr. Mahmood Shaukat,Regenerative Medicine Specialist,"MBBS , FRCS , Professor of Surgery , Regenerative Medicine Specialist , Stem Cells Treatment Consultant , Autism & Developmental Delay Expert",38 Yrs,97%,82,Hernias,Hospital,NJINSKY MEDICAL CENTRE,punjab,Lahore,"NJINSKY MEDICAL CENTRE, punjab, Lahore",Wed: 09:00 AM - 12:00 PM; Thu: 04:00 PM - 08:00 PM; Sat: 09:00 AM - 12:00 PM,6000,https://www.marham.pk/doctors/lahore/regenerative-medicine-specialist/prof-dr-mahmood-shaukat,https://staticconnect.marham.pk/assets/doctors/10319/prof-dr-mahmood-shaukat-pediatric-surgeon-lahore-62_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Lahore,Dr. Afzal Ali Syed,"Eye Specialist, Regenerative Medicine Specialist","MBBS, FCPS Medical Ophthalmologist , Regenerative Medicine",32 Yrs,100%,34,,Hospital,NJINSKY MEDICAL CENTRE,punjab,Lahore,"NJINSKY MEDICAL CENTRE, punjab, Lahore",Mon: 04:00 PM - 05:00 PM; Tue: 04:00 PM - 05:00 PM; Wed: 04:00 PM - 05:00 PM; Thu: 04:00 PM - 05:00 PM; Fri: 04:00 PM - 05:00 PM; Sat: 04:00 PM - 05:00 PM,4000,https://www.marham.pk/doctors/lahore/eye-specialist/dr-afzal-ali-syed,https://staticconnect.marham.pk/assets/doctors/11387/dr-afzal-ali-syed-eye-specialist-lahore-61_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Lahore,Dr. Muhammad Salman Hamza,"Eye Surgeon, Regenerative Medicine Specialist","MBBS , FCPS , Eye Specialist , Eye Surgeon , Regenerative Medicine",12 Yrs,,,,Hospital,NJINSKY MEDICAL CENTRE,punjab,Lahore,"NJINSKY MEDICAL CENTRE, punjab, Lahore",Wed: 03:30 PM - 06:00 PM; Sat: 03:30 PM - 06:00 PM,4000,https://www.marham.pk/doctors/lahore/eye-surgeon/dr-muhammad-salman-hamza,https://staticconnect.marham.pk/assets/doctors/67559/dr-muhammad-salman-hamza-eye-surgeon-lahore-82_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Karachi,Dr. Faizan Khalid,"Regenerative Medicine Specialist, General Physician","MBBS , Certification In Regenerative Medicine",9 Yrs,100%,5,,Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 12:00 PM - 04:00 PM; Tue: 12:00 PM - 04:00 PM; Wed: 12:00 PM - 04:00 PM; Thu: 12:00 PM - 04:00 PM; Fri: 12:00 PM - 04:00 PM; Sat: 12:00 PM - 04:00 PM; Sun: 12:00 PM - 04:00 PM,"1,500",https://www.marham.pk/doctors/karachi/regenerative-medicine-specialist/dr-faizan-khalid,https://staticconnect.marham.pk/assets/doctors/13848/dr-faizan-khalid-regenerative-medicine-specialist-karachi-53_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Karachi,Dr. Faizan Khalid,"Regenerative Medicine Specialist, General Physician","MBBS , Certification In Regenerative Medicine",9 Yrs,100%,5,,Hospital,K-Health Care Hospital,Off Shahrah-e-Faisal,Karachi,"K-Health Care Hospital, Off Shahrah-e-Faisal, Karachi",Mon: 01:00 PM - 04:00 PM; Tue: 01:00 PM - 04:00 PM; Wed: 01:00 PM - 04:00 PM; Thu: 01:00 PM - 04:00 PM; Fri: 01:00 PM - 04:00 PM; Sat: 01:00 PM - 04:00 PM,1500,https://www.marham.pk/doctors/karachi/regenerative-medicine-specialist/dr-faizan-khalid,https://staticconnect.marham.pk/assets/doctors/13848/dr-faizan-khalid-regenerative-medicine-specialist-karachi-53_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Karachi,Dr. Faizan Khalid,"Regenerative Medicine Specialist, General Physician","MBBS , Certification In Regenerative Medicine",9 Yrs,100%,5,,Hospital,Hash Clinics - Skin Care & Aesthetics,korangi,Karachi,"Hash Clinics - Skin Care & Aesthetics, korangi, Karachi",Tue: 12:00 PM - 05:00 PM; Thu: 12:00 PM - 05:00 PM; Sat: 12:00 PM - 05:00 PM,1500,https://www.marham.pk/doctors/karachi/regenerative-medicine-specialist/dr-faizan-khalid,https://staticconnect.marham.pk/assets/doctors/13848/dr-faizan-khalid-regenerative-medicine-specialist-karachi-53_80X80.webp,https://www.marham.pk/doctors/regenerative-medicine-specialist
Karachi,Prof. Dr. Nasreen Siddiqui,"Plastic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Burns Specialist, Reconstructive Surgeon","MBBS, FCPS (Plast Surg), FCPS (Surg), MHPE Diploma in Aesthetic Medicine (UK), Diploma in Aesthetic Medicine (UK)",31 Yrs,97%,135,"Reconstructive And Hand Surgeon, Cosmetic Surgeon, PRP And Microneedling",Video Consultation,Video Consultation,Garden Town,Karachi,Video Consultation,Mon: 10:00 AM - 10:00 PM; Tue: 10:00 AM - 10:00 PM; Wed: 10:00 AM - 10:00 PM; Thu: 10:00 AM - 10:00 PM; Fri: 10:00 AM - 10:00 PM; Sat: 10:00 AM - 10:00 PM; Sun: 10:00 AM - 10:00 PM,"3,000",https://www.marham.pk/doctors/karachi/plastic-surgeon/prof-dr-nasreen-siddiqui,https://staticconnect.marham.pk/assets/doctors/60979/prof-dr-nasreen-siddiqui-plastic-surgeon-karachi-25_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Karachi,Prof. Dr. Nasreen Siddiqui,"Plastic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Burns Specialist, Reconstructive Surgeon","MBBS, FCPS (Plast Surg), FCPS (Surg), MHPE Diploma in Aesthetic Medicine (UK), Diploma in Aesthetic Medicine (UK)",31 Yrs,97%,135,"Reconstructive And Hand Surgeon, Cosmetic Surgeon, PRP And Microneedling",Hospital,Hashmanis Hospital - M A Jinnah Road,Jacob Lines,Karachi,"Hashmanis Hospital - M A Jinnah Road, Jacob Lines, Karachi",Tue: 10:00 AM - 12:00 PM; Thu: 10:00 AM - 12:00 PM,1500,https://www.marham.pk/doctors/karachi/plastic-surgeon/prof-dr-nasreen-siddiqui,https://staticconnect.marham.pk/assets/doctors/60979/prof-dr-nasreen-siddiqui-plastic-surgeon-karachi-25_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Karachi,Prof. Dr. Nasreen Siddiqui,"Plastic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Burns Specialist, Reconstructive Surgeon","MBBS, FCPS (Plast Surg), FCPS (Surg), MHPE Diploma in Aesthetic Medicine (UK), Diploma in Aesthetic Medicine (UK)",31 Yrs,97%,135,"Reconstructive And Hand Surgeon, Cosmetic Surgeon, PRP And Microneedling",Hospital,Executive Clinic and Day Care,DHA Phase 8,Karachi,"Executive Clinic and Day Care, DHA Phase 8, Karachi",Tue: 04:00 PM - 06:00 PM; Thu: 04:00 PM - 06:00 PM,5000,https://www.marham.pk/doctors/karachi/plastic-surgeon/prof-dr-nasreen-siddiqui,https://staticconnect.marham.pk/assets/doctors/60979/prof-dr-nasreen-siddiqui-plastic-surgeon-karachi-25_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Karachi,Prof. Dr. Nasreen Siddiqui,"Plastic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Burns Specialist, Reconstructive Surgeon","MBBS, FCPS (Plast Surg), FCPS (Surg), MHPE Diploma in Aesthetic Medicine (UK), Diploma in Aesthetic Medicine (UK)",31 Yrs,97%,135,"Reconstructive And Hand Surgeon, Cosmetic Surgeon, PRP And Microneedling",Hospital,Park Lane Hospital,Clifton,Karachi,"Park Lane Hospital, Clifton, Karachi",Mon: 04:00 PM - 06:00 PM; Wed: 04:00 PM - 06:00 PM,5000,https://www.marham.pk/doctors/karachi/plastic-surgeon/prof-dr-nasreen-siddiqui,https://staticconnect.marham.pk/assets/doctors/60979/prof-dr-nasreen-siddiqui-plastic-surgeon-karachi-25_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Lahore,Dr. Saeed Qureshi,"Laparoscopic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Bariatric / Weight Loss Surgeon","MBBS, FRCS , FRCS(Glasg) Surgery",36 Yrs,100%,19,"Varicose Veins Surgery, Laparoscopic, Breast Surgery, Weight Loss",Video Consultation,Video Consultation,Garden Town,Lahore,Video Consultation,Mon: 12:00 PM - 06:00 PM; Tue: 12:00 PM - 06:00 PM; Wed: 12:00 PM - 06:00 PM; Thu: 12:00 PM - 06:00 PM; Fri: 12:00 PM - 06:00 PM; Sat: 12:00 PM - 06:00 PM,"2,500",https://www.marham.pk/online-consultation/laproscopic-surgeon/lahore/dr-saeed-qureshi-16198,https://staticconnect.marham.pk/assets/doctors/16198/dr-saeed-qureshi-bariatric-weight-loss-surgeon-lahore-5_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Lahore,Dr. Saeed Qureshi,"Laparoscopic Surgeon, General Surgeon, Cosmetic Surgeon, Plastic Surgeon, Bariatric / Weight Loss Surgeon","MBBS, FRCS , FRCS(Glasg) Surgery",36 Yrs,100%,19,"Varicose Veins Surgery, Laparoscopic, Breast Surgery, Weight Loss",Hospital,Contours Obesity Management Center,Gulberg 3,Lahore,"Contours Obesity Management Center, Gulberg 3 , Lahore",Mon: 11:00 AM - 08:00 PM; Tue: 11:00 AM - 08:00 PM; Wed: 11:00 AM - 08:00 PM; Thu: 11:00 AM - 08:00 PM; Fri: 11:00 AM - 08:00 PM; Sat: 11:00 AM - 08:00 PM,3000,https://www.marham.pk/online-consultation/laproscopic-surgeon/lahore/dr-saeed-qureshi-16198,https://staticconnect.marham.pk/assets/doctors/16198/dr-saeed-qureshi-bariatric-weight-loss-surgeon-lahore-5_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Quetta,Asst. Prof. Dr. Kamal Uddin Khan,"Cosmetic Surgeon, Plastic Surgeon","MBBS, FCPS (Plastic Surgery)",10 Yrs,91%,366,"Plastic Surgery, Cosmetic Surgery, Burn And Hands Surgery, PRP (platelet Rich Plasma) For Skin And Hair, Hair Transplant",Video Consultation,Video Consultation,Garden Town,Quetta,Video Consultation,Mon: 07:00 PM - 09:00 PM; Tue: 07:00 PM - 09:00 PM; Wed: 07:00 PM - 09:00 PM; Thu: 07:00 PM - 09:00 PM; Fri: 07:00 PM - 09:00 PM; Sat: 07:00 PM - 09:00 PM; Sun: 07:00 PM - 09:00 PM,"2,500",https://www.marham.pk/doctors/quetta/cosmetic-surgeon/asst-prof-dr-kamal-uddin-khan,https://staticconnect.marham.pk/assets/doctors/7178/asst-prof-dr-kamal-uddin-khan-cosmetic-surgeon-quetta-47_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Quetta,Asst. Prof. Dr. Kamal Uddin Khan,"Cosmetic Surgeon, Plastic Surgeon","MBBS, FCPS (Plastic Surgery)",10 Yrs,91%,366,"Plastic Surgery, Cosmetic Surgery, Burn And Hands Surgery, PRP (platelet Rich Plasma) For Skin And Hair, Hair Transplant",Hospital,Cosmetico Clinic,Jinnah Town,Quetta,"Cosmetico Clinic, Jinnah Town, Quetta",Mon: 04:30 PM - 06:00 PM; Tue: 04:30 PM - 06:00 PM; Wed: 04:30 PM - 06:00 PM,1500,https://www.marham.pk/doctors/quetta/cosmetic-surgeon/asst-prof-dr-kamal-uddin-khan,https://staticconnect.marham.pk/assets/doctors/7178/asst-prof-dr-kamal-uddin-khan-cosmetic-surgeon-quetta-47_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
Islamabad,Asst. Prof. Dr. Kamal Uddin Khan,"Cosmetic Surgeon, Plastic Surgeon","MBBS, FCPS (Plastic Surgery)",10 Yrs,91%,366,"Plastic Surgery, Cosmetic Surgery, Burn And Hands Surgery, PRP (platelet Rich Plasma) For Skin And Hair, Hair Transplant",Hospital,Cosmetico Clinic,F-6,Islamabad,"Cosmetico Clinic, F-6, Islamabad",Thu: 07:00 PM - 08:00 PM; Fri: 07:00 PM - 08:00 PM; Sat: 07:00 PM - 08:00 PM; Sun: 07:00 PM - 08:00 PM,2000,https://www.marham.pk/doctors/quetta/cosmetic-surgeon/asst-prof-dr-kamal-uddin-khan,https://staticconnect.marham.pk/assets/doctors/7178/asst-prof-dr-kamal-uddin-khan-cosmetic-surgeon-quetta-47_80X80.webp,https://www.marham.pk/doctors/cosmetic-surgeon
